fbpp,uniprot_id
FBpp0079659,Q8IPC5
FBpp0087493,Q8MUJ1
FBpp0080402,Q03017;M9PD95
FBpp0111820,O77237;A8JR89
FBpp0289746,Q9VVI3
FBpp0076342,Q9VSK2
FBpp0085704,Q6NQZ7
FBpp0305215,Q7K105
FBpp0077850,M9PG70;O02194
FBpp0296952,A0A0B4K885
FBpp0083400,P83104
FBpp0074388,Q9VWS4
FBpp0080920,Q9V3Y8
FBpp0071137,Q9W3J1
FBpp0072052,P20354
FBpp0303056,G7H824
FBpp0300193,Q9VXA3
FBpp0290365,Q8T017
FBpp0075344,Q9VUR7
FBpp0072275,P16395
FBpp0291070,Q9NFZ3;E1JHC3
FBpp0071138,Q9W3J5
FBpp0084240,Q9Y105
FBpp0079914,Q9VKB0
FBpp0075168,Q9VV60
FBpp0086720,O16129
FBpp0084021,Q9VCA5
FBpp0305939,Q8IQX8
FBpp0304830,Q9V434
FBpp0071140,O96660
FBpp0288697,Q45VV3;A0A0C4DHD4
FBpp0306147,Q24468
FBpp0082834,Q5U110
FBpp0072036,P27091;A0A0B4LGA7
FBpp0300982,A0A0B4K7J3
FBpp0077404,Q9VQG9
FBpp0088273,O61643
FBpp0088162,Q9V4F4
FBpp0087739,A1Z7L8
FBpp0077451,P07713
FBpp0072998,Q9I7T6
FBpp0079805,Q9VKI3;X2J9F7
FBpp0077018,Q9VR96
FBpp0076299,P07185
FBpp0071170,Q9W3C7;S5WMX5
FBpp0074933,Q9VVL0
FBpp0086748,Q9V6U9;H8F4T6
FBpp0071172,Q9W3D1
FBpp0079251,P05205
FBpp0071173,Q9W3D4
FBpp0082979,Q9VEC3;A0A0B4KG83
FBpp0303869,Q94899;M9PFB5
FBpp0083658,Q9VCY3
FBpp0079262,Q7KTH8
FBpp0074318,Q9VX09
FBpp0088669,A1Z8D5
FBpp0082743,Q9XZ58
FBpp0087935,Q9V345;E1JH01
FBpp0085423,A8E6I7
FBpp0071178,Q9W3E1
FBpp0084433,Q9VBB3
FBpp0072534,Q9W0K2
FBpp0099973,Q9VSU6
FBpp0076523,P17276;M9PBV1
FBpp0076666,P18459;B5X0J4
FBpp0088417,P48611
FBpp0071184,O76752
FBpp0071507,P48596
FBpp0088350,Q03043
FBpp0077706,Q03042
FBpp0079533,Q9VL34
FBpp0071188,Q9W3F5
FBpp0071189,Q9W3F7
FBpp0111875,A8JV22
FBpp0289615,Q8IRN4
FBpp0071192,Q9W3C4
FBpp0079549,Q9VL27
FBpp0077354,Q9VQK4
FBpp0082573,Q9VF86
FBpp0289406,Q9VBL5
FBpp0081961,Q9VGE7
FBpp0086832,Q95R73
FBpp0072777,Q9W019
FBpp0073836,Q9VXW4
FBpp0071210,Q24337;M9PJE8
FBpp0290878,Q8IMT8
FBpp0079592,Q9VKY1
FBpp0088275,Q9N675
FBpp0086065,Q7K5M6
FBpp0071216,Q9V472
FBpp0073832,P24350
FBpp0078949,Q960N3;M9PCR0
FBpp0305612,Q9VLJ5
FBpp0085530,Q4V665
FBpp0071226,Q9W392
FBpp0073902,Q9VXQ5
FBpp0087095,Q7KKI0
FBpp0082787,A4V303;P48605
FBpp0079992,Q9VK69
FBpp0081401,Q9VHL2
FBpp0087764,Q7K3J0
FBpp0083683,P12613;A4V391
FBpp0071229,Q9W389
FBpp0081368,Q9VHP1
FBpp0071232,Q7KVR8
FBpp0083646,O62530
FBpp0072061,Q9W1E8
FBpp0083884,Q9VCF4
FBpp0081592,O62531
FBpp0083502,Q9VDC3
FBpp0304594,O76928
FBpp0071235,Q9W384
FBpp0088810,Q9U6Y9
FBpp0073572,Q9VYG2
FBpp0078331,Q24090
FBpp0305308,Q9VLU0;M9PCH8
FBpp0071239,Q9W377
FBpp0077854,Q9VPE9
FBpp0077757,Q9VPN8
FBpp0071241,Q9I7W2
FBpp0077927,Q8SYG2
FBpp0075096,Q9VVB4
FBpp0087821,Q9V4S8;N0A733
FBpp0091000,Q76NP9
FBpp0290236,A8E6W0
FBpp0083028,Q9VEB2
FBpp0089182,P26308;A4V4I0
FBpp0078413,Q24171
FBpp0073513,P54367;E1JJI5
FBpp0077788,P91682
FBpp0079448,P12370
FBpp0071252,Q9W358;X2JEL4
FBpp0305513,Q9VWX8
FBpp0071254,Q9W351
FBpp0078362,Q9VNG2
FBpp0076400,Q9VSI1
FBpp0083105,Q9VE51
FBpp0072703,Q9W0C7
FBpp0084726,Q9V3D6
FBpp0078984,O97102
FBpp0088035,Q7JRJ9
FBpp0077676,Q9VPT8
FBpp0078568,Q9VN31
FBpp0081493,Q9VHJ7
FBpp0083244,Q9VDP8
FBpp0083131,Q9V437
FBpp0075761,Q9VTN7
FBpp0073717,Q9VY54
FBpp0071262,Q9W352
FBpp0084040,Q94545
FBpp0079266,Q9VLN1
FBpp0077430,Q9VQD1
FBpp0079701,Q9VKQ9
FBpp0077900,Q9VPH8
FBpp0071263,Q8T3Y1
FBpp0071268,Q9W365
FBpp0112105,Q9VNB5
FBpp0071272,Q9W374
FBpp0077355,Q0E8U4
FBpp0292517,Q8T8S2
FBpp0084457,Q9VBA0
FBpp0076818,Q9VRQ1
FBpp0081276,Q9VI04
FBpp0071277,Q9W379
FBpp0293954,Q9VP77
FBpp0076558,Q9VS57
FBpp0079233,Q8SY53
FBpp0073445,F3YDH0;P29844
FBpp0304680,E0R7Q5;Q9VQP9
FBpp0075098,Q9VVA8;G2J5U1
FBpp0088527,Q7K110
FBpp0079324,Q9VLM5
FBpp0076956,Q9VRE0
FBpp0288666,Q9VZ04
FBpp0079613,O76767
FBpp0086627,Q7JZN0
FBpp0072637,Q9W0C5
FBpp0085208,Q9V9S8
FBpp0081900,Q9VGJ9
FBpp0084635,Q9VAY3
FBpp0074707,Q9VW10
FBpp0074129,Q8T4A9
FBpp0071298,Q9W329
FBpp0071563,Q9W2M0
FBpp0305104,Q7K0E6
FBpp0072334,Q9W107
FBpp0305960,Q8SXK2
FBpp0072825,Q9VZY9
FBpp0073204,Q9VZ82
FBpp0082356,Q9VFL5
FBpp0073965,Q9VXN4
FBpp0075386,Q9VUK8
FBpp0087757,A1Z7K8
FBpp0086373,Q7KN90
FBpp0081460,Q0KI98
FBpp0071969,Q8MKK1
FBpp0074907,Q9VVL8
FBpp0077351,Q9VQL1
FBpp0075318,Q9VUR3
FBpp0082542,Q9VF85
FBpp0112554,Q7PL26
FBpp0086616,Q9V719
FBpp0081644,Q9VH80
FBpp0083931,Q9VCC9
FBpp0071307,Q9W335
FBpp0087250,Q7KLX3
FBpp0071314,Q24266
FBpp0082326,Q5BIB4
FBpp0071330,Q9W304
FBpp0110147,Q0KHU5
FBpp0071350,Q8IRL9
FBpp0085222,Q9V9U4
FBpp0077081,Q9VR42
FBpp0084375,A0A0B4K7K6;Q9VBG6
FBpp0071376,Q9W2W5
FBpp0072113,Q9W1E4
FBpp0086206,Q9V7W9
FBpp0074516,Q9VWE4
FBpp0082877,Q9VEK8
FBpp0111848,A8JNP7
FBpp0071386,Q9W2U4
FBpp0071393,Q9W2U5
FBpp0292999,M9MSL3
FBpp0071397,Q9W2V2
FBpp0071404,Q9W2V9
FBpp0289681,Q8IR72
FBpp0071405,Q9W2W2
FBpp0086610,Q8T465
FBpp0086388,Q29QS8
FBpp0077250,Q9VQS0
FBpp0072547,Q9W0I5
FBpp0071419,Q8IRK9
FBpp0071420,Q9W2T3
FBpp0071421,Q9W2S7
FBpp0075215,Q9VV00
FBpp0071429,Q9W2S1
FBpp0071439,Q7KVQ8
FBpp0076045,Q9VT78
FBpp0073248,Q9VZ37
FBpp0082723,Q9VEW7
FBpp0288875,Q9VZ39
FBpp0288640,Q9VA14
FBpp0089396,Q9W4D2;A8JUY0
FBpp0076756,Q9VRT7
FBpp0072674,Q9W087
FBpp0083892,Q9VCE8
FBpp0099642,Q9VKW8
FBpp0073099,Q9VZF0
FBpp0293514,Q5U127
FBpp0074971,Q9VVI0
FBpp0082833,Q9VEN9
FBpp0087343,A1Z8C4
FBpp0072132,Q9W1H5
FBpp0079818,Q9VKK1
FBpp0071450,Q8MSJ9
FBpp0081988,Q9VGG6;C0MII8
FBpp0080100,Q9VJY4
FBpp0071455,Q9W2N6
FBpp0289146,Q95RI7
FBpp0072037,Q9W1H9
FBpp0072246,Q9W141
FBpp0290998,A8Y535
FBpp0080890,Q9VIM5;X2JAI2
FBpp0302572,A0A0B4KI34
FBpp0081284,Q9VHW4
FBpp0081380,Q9VHQ0
FBpp0082232,Q8I0J3
FBpp0290840,Q9VZX6
FBpp0084616,Q9VAY9
FBpp0084989,Q9VA81
FBpp0071468,Q9W2M2;A5XCQ1
FBpp0084383,Q9NFT7
FBpp0077121,Q9Y119
FBpp0291743,C9QPE7
FBpp0304792,Q9VM18
FBpp0071476,Q9W2N5
FBpp0086074,Q8SZN4
FBpp0074386,Q9VWS1
FBpp0099887,Q4Z8K6
FBpp0078015,Q7K0L4;E1JHX5
FBpp0084110,Q8MSB1
FBpp0071478,Q95SK3
FBpp0083451,Q9VDD1
FBpp0293859,Q9VI55;A0A0B4K6K7
FBpp0071487,P82705
FBpp0085846,Q9V8G0;A0A0B4LGW9
FBpp0071490,Q9W2R4
FBpp0071491,Q9W2R3
FBpp0071495,Q9W2L6
FBpp0294018,Q7KTA9
FBpp0081544,Q9VHC0
FBpp0084591,Q7KRX5
FBpp0082731,Q9VEX9;A0A126GUU7
FBpp0072142,P82804
FBpp0081429,Q9VHM4
FBpp0083039,Q9VEC5
FBpp0075617,Q9VU43
FBpp0080638,Q9VJ87
FBpp0073433,Q9VYS3;X2JBC1
FBpp0071501,Q9W2K8
FBpp0292003,C7LAG1
FBpp0071502,Q9W2K3
FBpp0081402,Q9VHL0
FBpp0111294,Q6IGE3
FBpp0081786,P41900
FBpp0081216,Q05913
FBpp0084525,P52654
FBpp0083912,P52656;A0A1B2AK92
FBpp0083530,Q9VD82
FBpp0082384,A0A0B4K652;P36958
FBpp0084067,Q9VC49;A0A1B2AKT8
FBpp0085223,A8E6J4
FBpp0071516,Q8MLW5
FBpp0077146,Q9VQZ7
FBpp0085818,A1ZBD9
FBpp0290993,Q494G7
FBpp0074514,Q9VWE9;X2JCL6
FBpp0305168,Q9W2U8
FBpp0289511,A1ZBJ2
FBpp0080666,Q9VJ44
FBpp0071534,Q9W2H0
FBpp0077144,Q8SXG7
FBpp0271885,Q9VNE3
FBpp0076430,Q9VSH1
FBpp0079588,Q9VKY8;M9PCK6
FBpp0099685,Q9VWF7
FBpp0071536,Q9W2H2
FBpp0073426,P54356;D3PFG0
FBpp0071541,Q9W2H9
FBpp0074842,Q8SWX0
FBpp0088483,Q9VV73
FBpp0079755,Q9VKM1;X2J7U0
FBpp0072150,Q9V3H8;A0A1B2AKG3
FBpp0088355,Q9VND0
FBpp0080103,Q9VJY8
FBpp0079873,Q8IP99
FBpp0077445,Q9VQB6
FBpp0077111,Q9VR21
FBpp0074239,Q9VX12
FBpp0077401,Q9U5W9
FBpp0083779,Q9VCN9
FBpp0081916,P49905
FBpp0082011,Q9VGE2
FBpp0082081,Q9VGA4
FBpp0112092,Q9VVR6
FBpp0087335,P49846
FBpp0076028,Q9VT91
FBpp0077705,Q9VPT4
FBpp0074709,P49847
FBpp0302789,A0A0B4KF25
FBpp0073385,Q9VYX1;A0A1B2AIW8
FBpp0079312,Q9VLL1
FBpp0306223,Q9V3C4
FBpp0083954,Q8IMX1
FBpp0080647,Q9VJ62
FBpp0077714,P20028
FBpp0081123,Q9VI74;B5RIW4
FBpp0085330,Q29QN4
FBpp0087347,Q9V5P6
FBpp0072557,Q9W0H9
FBpp0289150,A1Z6F0
FBpp0082383,Q9VFL0
FBpp0071583,Q9W2E3
FBpp0071585,Q8T965
FBpp0303214,M9PD09;Q9VW56
FBpp0076858,Q9VRL3;A0A1B2AKD0
FBpp0078822,Q9VMH8
FBpp0304954,Q9VTE5;M9PF40
FBpp0071589,Q8MKK3
FBpp0083166,Q7KN99
FBpp0076826,Q9VRP4
FBpp0081152,Q9VI57
FBpp0303016,Q9VMU2
FBpp0077845,Q9NHN2
FBpp0071592,Q9W2D5
FBpp0082912,Q9VEG9
FBpp0071593,Q9W2D6;A0A1B2AKF1
FBpp0110179,Q0E8V7
FBpp0304151,C0PVB3
FBpp0288960,A8JUP9
FBpp0290849,Q9VAA6
FBpp0073338,Q9Y1A3;X2JB87
FBpp0073606,Q9VYD7;X2JEU5
FBpp0073033,Q9VZL1
FBpp0076001,Q9Y171
FBpp0085338,A1Z6L1;H0RNC6
FBpp0074536,Q9Y0V3;N0A2V5
FBpp0079514,P49906;G7H801
FBpp0080872,Q9VIP1
FBpp0078633,Q9VMX3
FBpp0085308,Q9V9M6
FBpp0073866,Q9VXS6
FBpp0074288,Q9VWY6;H1UUC4
FBpp0078055,Q9VP40
FBpp0297722,Q7JVW5
FBpp0113081,B7Z060
FBpp0078086,Q9VNZ3
FBpp0289298,Q9VJP5
FBpp0293863,D5SHN0;Q9VD25
FBpp0292147,Q9VG60
FBpp0294020,Q9XZ03
FBpp0080050,Q9VJZ3
FBpp0085563,A1ZBX4
FBpp0081253,Q9VHY5;Q1LZ37
FBpp0080700,Q9VIZ2
FBpp0082893,Q9VEL2
FBpp0306201,Q9W096
FBpp0298004,Q8IR17
FBpp0080817,Q9VIU7
FBpp0289977,Q9VZR1
FBpp0077703,Q9VPT7
FBpp0112286,A8DY62
FBpp0081279,Q9VHX6
FBpp0087978,A1Z705
FBpp0071599,Q9W2E6
FBpp0085904,Q7K4Z4
FBpp0088375,Q94527
FBpp0300347,Q9VXN9;M9NDY2
FBpp0088492,Q9GNK5;M9NDN2
FBpp0297234,A0A0B4K741
FBpp0076408,Q9VSD6
FBpp0082467,Q9VFE7
FBpp0081102,Q8INS6
FBpp0087861,Q7K0D8
FBpp0085954,A1YK02;A1YK08
FBpp0086875,Q9V6L9
FBpp0071618,Q9W2G5
FBpp0087860,A1Z7A5
FBpp0071630,Q8MLV1
FBpp0083398,Q9VDI6
FBpp0073618,Q9VYD2
FBpp0075044,Q9VVE3
FBpp0073642,Q9VYA2
FBpp0078733,M9NE89;P08928
FBpp0071651,Q9W2C1
FBpp0078758,Q9VMQ3
FBpp0087056,A1Z913
FBpp0081613,Q9VH70;T2FFH5
FBpp0071653,Q9W2C4
FBpp0071654,Q9W2C5
FBpp0071660,Q961C9;E2QCK0
FBpp0113015,Q8MLV3
FBpp0071663,Q9W2A6
FBpp0071718,Q9W2A4
FBpp0071670,Q5U0V7
FBpp0071675,Q24141;A0A0B4LG47
FBpp0084574,Q9VB23
FBpp0071683,Q9W279
FBpp0100140,Q9VQ93
FBpp0083413,O18335
FBpp0071687,Q9W272
FBpp0079267,Q9VLM9
FBpp0071689,Q9W268
FBpp0082755,Q9VET9
FBpp0071971,O02002
FBpp0087167,Q7KHI6
FBpp0071700,Q9W282
FBpp0071703,Q9W289
FBpp0071731,Q9W261;H0RNK7
FBpp0083273,Q9VDP7
FBpp0072151,Q05344;B5RJ65
FBpp0078508,Q9VN55
FBpp0086776,A1Z9G9
FBpp0289644,Q9VHI1
FBpp0081650,Q9XZ19
FBpp0071739,Q9W254
FBpp0071754,Q9W255
FBpp0298043,O44434
FBpp0071753,Q9W253
FBpp0083962,Q9VCC3;A0A1B2AKB3
FBpp0072134,O77477
FBpp0073762,Q9VY28
FBpp0080870,Q9VIN9
FBpp0082767,Q9VEV5
FBpp0073910,Q9VXP3
FBpp0086872,A1Z9A8;T2FGD8
FBpp0072184,Q9W199
FBpp0082163,Q9VG07
FBpp0074554,Q9VWI3
FBpp0110439,Q8SYP9
FBpp0075274,Q9VUX1
FBpp0085893,A1ZBA5
FBpp0080143,Q8IP62
FBpp0072342,Q9W114
FBpp0089363,A1ZBW0
FBpp0081767,P46415
FBpp0076589,P49963;A0A1B2AKI4
FBpp0305700,R9PY16
FBpp0071779,Q9W215
FBpp0289915,Q9VHH9;A0A0B4KFJ7
FBpp0288419,B7YZV6
FBpp0071781,Q86BF9
FBpp0112090,Q7KUQ3
FBpp0079083,P54195
FBpp0071794,P35381
FBpp0100177,C6KI54;P00408
FBpp0072250,O77460
FBpp0073963,Q9VXN2
FBpp0303527,Q9VID7
FBpp0100179,A0A0M4FZ91
FBpp0078117,Q9VP00
FBpp0086272,A1ZAH1
FBpp0082985,Q9VEB1
FBpp0075626,Q9VU49
FBpp0082803,Q9VES8
FBpp0071809,Q02361
FBpp0071810,Q9W1Y4
FBpp0073868,Q9VXS3
FBpp0071816,Q9W1X8;B6IDX2
FBpp0078685,Q9VMW9;C7LA78
FBpp0075139,Q9VV41
FBpp0071818,Q9W1Y1
FBpp0079711,Q9VKR0
FBpp0082819,Q9VEQ2
FBpp0080679,Q9VJ25
FBpp0086399,A1ZA83
FBpp0078227,Q9VNQ3
FBpp0081262,Q9VHY6
FBpp0084172,Q9VBZ8
FBpp0072990,Q9XTK9
FBpp0081374,Q9VHP0;A0A0H4XWW0
FBpp0083879,Q9VCG4
FBpp0079399,Q24152;A0A1B2AK90
FBpp0112469,O96689
FBpp0084766,A0A0B4KI54;P20483
FBpp0076825,Q8SWS7
FBpp0303766,A0A0B4KG66
FBpp0076824,Q9NI63
FBpp0083089,Q95TN8
FBpp0293882,Q9VHN1
FBpp0304607,P54350;M9PB57
FBpp0298289,P50445;M9NDP7
FBpp0074249,Q9VX24
FBpp0290525,Q8INL2
FBpp0074874,Q9VVR2
FBpp0290601,Q7K3L1;E1JH57
FBpp0074372,Q9VWS2
FBpp0304467,Q9VBU8
FBpp0079527,P52295
FBpp0080412,Q03019;M9PBC2
FBpp0086767,A1Z9I5
FBpp0073083,Q9VZF5
FBpp0304499,Q24454
FBpp0112753,A0A0B7P7M6
FBpp0071844,Q9W227
FBpp0081899,Q9VGK3
FBpp0071845,Q9W228
FBpp0071847,Q9W230
FBpp0079059,X2J516
FBpp0082427,Q8INF6
FBpp0291257,Q9VW51
FBpp0082538,Q9VF92
FBpp0089414,Q7KUZ2
FBpp0303745,Q9VIV3
FBpp0087712,Q7JWW5
FBpp0079295,Q9VLJ8;M9PCK7
FBpp0113022,Q7KU86
FBpp0071864,P10627;A0A0B4LGC1
FBpp0087529,P40791
FBpp0080560,P15330;C7LA93
FBpp0071879,Q9W1T9
FBpp0085300,Q8IME7
FBpp0077500,Q9VQ73
FBpp0071884,Q9W1U3
FBpp0087981,A1Z707
FBpp0084271,Q9VBQ6
FBpp0084618,Q9Y137
FBpp0076972,Q9VRC1
FBpp0071885,Q9W1U4;Q45EX0
FBpp0080905,P40796;M9ZVK8
FBpp0305034,M9PFZ1
FBpp0071893,Q9W1V7
FBpp0071894,Q9W1V8
FBpp0071938,Q8MLR7
FBpp0076243,Q8SZY7
FBpp0071939,Q0E8X7
FBpp0071950,Q9W1S2
FBpp0085699,Q4V5A7
FBpp0071952,Q8MLS5
FBpp0083184,Q9VDW9
FBpp0071955,Q9W1S7
FBpp0297202,Q8MS60
FBpp0086609,A1Z9T6
FBpp0079835,Q9VKH4
FBpp0084647,Q24404
FBpp0087843,Q8T8W0
FBpp0084646,Q9VAW8
FBpp0073323,Q9VZ18
FBpp0081122,Q9VI77
FBpp0071956,Q24434;D4G7E4
FBpp0080388,Q9VJL5
FBpp0071957,Q9W1T0
FBpp0078150,Q8MSW0
FBpp0085809,A1ZBE9
FBpp0085107,Q9VA18
FBpp0296960,A0A0B4K6C3
FBpp0303825,Q8SYJ2
FBpp0084648,Q9VAW7
FBpp0303513,Q6IHY5
FBpp0078919,Q9VMB8
FBpp0083857,Q9VCI5
FBpp0100180,P00417;B6E0P7
FBpp0085425,Q8T4H8
FBpp0074982,Q9VVH3;A0A1B2AJ92
FBpp0077402,Q8STA5
FBpp0074979,Q9VVG5
FBpp0076076,Q9XYF4
FBpp0071974,Q8MLR5
FBpp0112713,Q7PLP5
FBpp0071980,Q9W1M4
FBpp0086879,Q7KY01
FBpp0085089,P16911
FBpp0076172,Q9VSW4
FBpp0074841,Q9VVU5
FBpp0080046,Q8IP73
FBpp0085539,Q7JYQ4
FBpp0084724,Q9VAT2
FBpp0082387,Q9VFK6;A0A0B4K680
FBpp0300874,B7Z114
FBpp0071996,Q9W1K5
FBpp0303329,Q86BR7
FBpp0075527,Q9VUB4;B6IDY8
FBpp0074122,Q9VXA0
FBpp0071997,Q9W1K3
FBpp0302615,F3YDE1
FBpp0075629,Q9VU39
FBpp0084733,Q9VAQ1
FBpp0079215,Q7KTJ2
FBpp0082018,Q8T3U8
FBpp0074345,D0IQG9
FBpp0088121,Q7JWW6
FBpp0111976,A8DY95
FBpp0304687,Q9VLR3
FBpp0074957,Q9VVK4
FBpp0088438,P12426;X2J8L3
FBpp0072168,Q9W197
FBpp0082289,Q9VFS0
FBpp0288788,Q9VZ32
FBpp0082310,Q9VFS1
FBpp0304688,Q9VLR2
FBpp0077727,Q9VPR3
FBpp0078625,Q9VMY9
FBpp0083290,Q9I7I7
FBpp0081451,Q9VHH7
FBpp0074956,Q8IQR3
FBpp0086083,Q8SZY4
FBpp0086085,A1ZAU0
FBpp0305584,Q9VP06
FBpp0099388,Q2PDR0
FBpp0072006,H1UUF1
FBpp0078846,Q9VMI1
FBpp0072018,Q9W1M5
FBpp0086518,Q24395
FBpp0085802,P24492;A0A1B2AKR6
FBpp0085803,A1ZBF6
FBpp0072745,Q9W074
FBpp0074687,Q9VW53
FBpp0080998,Q95PE4
FBpp0086348,Q29QQ9
FBpp0072388,Q8IRJ7
FBpp0083853,Q9VCH8
FBpp0072029,Q9V3C2
FBpp0076695,Q9VRX2
FBpp0072030,Q9W1N9
FBpp0078548,Q9VN06
FBpp0111438,Q9VYC9
FBpp0073135,Q9VZI9
FBpp0303475,Q7K1S1
FBpp0086101,Q9V3G3
FBpp0303030,A1ZB29
FBpp0083616,Q8T8W6
FBpp0082813,Q9VEQ0
FBpp0304042,Q9VPT2
FBpp0304089,Q9VFG4
FBpp0073922,P07487;M9PJN8
FBpp0077406,Q9VQH0
FBpp0080854,A0A0U1RVK6
FBpp0084753,Q9VAN7
FBpp0302781,F3YDE2
FBpp0077572,P15007
FBpp0083612,Q9VD23
FBpp0084947,Q9VAA2
FBpp0084919,Q9V407;A4V3M5
FBpp0075113,Q05337
FBpp0289512,Q9VVJ1
FBpp0300511,P41596;A0A0B4K6H0
FBpp0079995,Q9VK52
FBpp0302889,A1Z6P8
FBpp0072054,Q9W1F7
FBpp0078316,Q9VNI8
FBpp0081350,Q9VHT2
FBpp0075751,Q9VTV1;M9PEZ4
FBpp0081539,Q9VHC8
FBpp0300957,Q9VK76
FBpp0072425,Q8IRJ8
FBpp0072059,Q9W1E9
FBpp0084044,Q9VC52
FBpp0078980,Q9V3D2;X2J9R2
FBpp0305549,Q9VTV9
FBpp0072572,Q9W0G4
FBpp0291394,E1JJ78
FBpp0074128,Q9VXB0
FBpp0077417,Q9VQF9;N0BKF4
FBpp0290745,A0A0C5K8A6
FBpp0075680,Q8MQJ8
FBpp0078604,Q9VMY8
FBpp0072063,Q2MGN0
FBpp0072070,Q9W1D3
FBpp0080563,Q8T3V7
FBpp0072071,Q9W1D1
FBpp0112197,Q9VBY3
FBpp0072072,Q9U915
FBpp0081906,Q8T4A5
FBpp0082816,Q9VEP6
FBpp0291341,Q6NNF2
FBpp0305507,Q9W4T4;H8F4P8
FBpp0289061,B7YZV2
FBpp0292384,M9MS55
FBpp0072075,Q7JRE4
FBpp0099982,Q709R6
FBpp0076418,Q9VSF4
FBpp0072097,P45594;A0A1B2AKQ4
FBpp0073493,Q8IR79;A0A650FBE4
FBpp0297441,Q9VDF4
FBpp0099391,Q9VPX6
FBpp0075581,Q9VU68
FBpp0082352,Q9VFM9
FBpp0084721,Q9VAT0
FBpp0112017,A8DYL3
FBpp0072099,Q8MLP8
FBpp0289500,E1JHY7
FBpp0304299,Q7K126
FBpp0078390,Q94547
FBpp0082112,Q9V3G6;A0A126GUU0
FBpp0304028,M9PB92
FBpp0301569,Q9VJ00
FBpp0085167,Q9V9W8
FBpp0074370,Q8IQX7
FBpp0085394,P29673
FBpp0073014,Q8IRC7
FBpp0083032,Q9VEB9
FBpp0080661,Q9VJ37
FBpp0072103,Q8MLQ0
FBpp0080146,O97182
FBpp0078831,Q9VMH2
FBpp0082541,Q9VF87
FBpp0078162,P55162
FBpp0302981,F2FB81
FBpp0297920,A0A0B4K774
FBpp0072110,Q9W1D9
FBpp0072112,O01404;E2QCL8
FBpp0088497,Q9W1L5;A0A0B4LG96
FBpp0072117,Q9W1F5
FBpp0076607,Q9U4F3
FBpp0078688,Q9VMX4
FBpp0078731,Q9VMQ6
FBpp0079582,Q9VKZ1
FBpp0087481,A1Z830
FBpp0072128,Q9W1G7
FBpp0110433,A4V2B8;P08181
FBpp0304202,M9PFR9
FBpp0084171,Q9VBZ6
FBpp0305302,Q9VK85
FBpp0288673,Q9W2Y3
FBpp0074285,O18404
FBpp0073010,Q94522
FBpp0087472,Q7JWF1
FBpp0072143,Q9W1I6
FBpp0074414,Q9VWP1
FBpp0075148,Q9VV61
FBpp0076652,Q9VRY5
FBpp0082123,Q8T8W3
FBpp0072146,Q9W1I9
FBpp0083716,Q9VCU7
FBpp0080775,Q9VIW3;M9PBD9
FBpp0305904,Q9VRD6
FBpp0294035,O18388;M9NDC3
FBpp0078353,Q94546
FBpp0072446,Q9NHX0
FBpp0087921,Q24311
FBpp0075633,Q9VU33
FBpp0083434,Q9VDE3
FBpp0072155,Q9W1B2
FBpp0288710,P91928;A0A0B4KHL7
FBpp0072158,Q9XZ21
FBpp0072162,Q9W1A3
FBpp0072164,Q9V3E9
FBpp0074910,Q9VVM7
FBpp0074597,Q9VWA2;L7VG69
FBpp0078684,Q9VMW7
FBpp0290556,Q9VIE7
FBpp0083440,Q01637
FBpp0081807,Q9VGU6
FBpp0084349,Q9VBI2
FBpp0304573,A4V488;Q07152
FBpp0072169,Q9W196
FBpp0072174,Q9W186
FBpp0304463,Q24180;M9PD02
FBpp0072178,Q24535;A0A0B4LGL8
FBpp0083485,P22711;B6IDS0
FBpp0290007,Q8IQE9
FBpp0082675,P52168;A8WHL1
FBpp0072179,Q02637;A0A0B4LGG2
FBpp0077893,Q9V3Z1
FBpp0081040,Q9VID3
FBpp0076077,Q9VT75
FBpp0087227,Q9NHD5
FBpp0072598,Q8IRH2
FBpp0072200,Q9W172
FBpp0305416,A8JNU6
FBpp0086326,A1ZAD2
FBpp0081812,Q8T4D6
FBpp0072201,Q9W170
FBpp0076985,Q9VRB7
FBpp0072202,Q0E8W8
FBpp0072206,Q9W164
FBpp0072207,Q9W161
FBpp0072258,Q24536
FBpp0072209,Q9W157
FBpp0074847,O96533
FBpp0074364,Q9VWT5
FBpp0082298,Q9VFR0
FBpp0072215,Q9W148
FBpp0087527,Q4QQ01
FBpp0302578,Q9VJP9
FBpp0072216,Q960Q8
FBpp0074419,Q9VWN3
FBpp0085479,A1Z6M6
FBpp0072242,Q9W128
FBpp0079355,Q9VLH1
FBpp0083837,Q9VCJ2
FBpp0073228,Q9VZ72
FBpp0082590,Q95U32
FBpp0086954,Q24368
FBpp0099514,O46036
FBpp0072263,Q9W173
FBpp0072269,P51905;A0A0B4LHJ6
FBpp0090962,Q8IH57
FBpp0072277,Q9W116
FBpp0079183,Q9VLV7
FBpp0293785,Q9VKG9
FBpp0290823,Q9VZA9
FBpp0072288,Q7K3E0
FBpp0079676,E1JHD6;P92208
FBpp0072299,Q8MMC4;H9XQA9
FBpp0303803,O97420;M9PDI2
FBpp0085198,Q9V9U3
FBpp0304486,Q9VEW2;A0A0B4KH85
FBpp0072300,Q9W0X9
FBpp0112179,Q9VCV1
FBpp0072302,Q9W0X3
FBpp0072315,Q9W0X8
FBpp0072325,Q9W0Z1
FBpp0088123,Q7JWX3
FBpp0085497,Q8SZF4
FBpp0074610,Q0E8C8
